Timestamp,TP9,AF7,AF8,TP10,Computed_Attention_Score,State
2026-03-28 20:03:41.063,1.349,-5.255,-1.578,-9.262,85.1,Focused
2026-03-28 20:03:41.067,1.921,-6.11,-13.089,-11.252,87.6,Focused
2026-03-28 20:03:41.070,-12.035,-7.984,-12.85,-9.016,82.7,Focused
2026-03-28 20:03:41.074,-13.077,-12.904,-1.205,-15.717,79.1,Focused
2026-03-28 20:03:41.078,-12.727,-2.212,-14.349,2.479,79.1,Focused
2026-03-28 20:03:41.082,-6.173,-14.67,2.417,-4.986,91.6,Focused
2026-03-28 20:03:41.086,-12.642,-8.836,-9.307,-7.797,80.8,Focused
2026-03-28 20:03:41.090,6.158,-1.554,-0.387,5.934,73.1,Focused
2026-03-28 20:03:41.094,10.33,-3.495,3.079,0.13,75.9,Focused
2026-03-28 20:03:41.098,-2.224,9.89,5.937,-1.95,87.8,Focused
2026-03-28 20:03:41.102,-3.151,-2.689,6.956,-0.582,91.9,Focused
2026-03-28 20:03:41.106,10.891,8.161,3.17,-3.457,70.3,Focused
2026-03-28 20:03:41.109,9.184,9.095,-7.023,5.131,78.2,Focused
2026-03-28 20:03:41.113,2.358,-4.327,6.108,3.45,71.1,Focused
2026-03-28 20:03:41.117,-12.242,6.53,2.324,-11.564,75.5,Focused
2026-03-28 20:03:41.121,5.369,-12.906,1.19,-11.122,79.8,Focused
2026-03-28 20:03:41.125,1.759,-13.612,-10.789,-5.502,73.7,Focused
2026-03-28 20:03:41.129,4.665,-2.123,-2.555,-6.719,78.0,Focused
2026-03-28 20:03:41.133,8.872,7.338,-1.189,-5.826,91.2,Focused
2026-03-28 20:03:41.137,7.27,5.243,8.229,9.01,77.5,Focused
2026-03-28 20:03:41.141,5.986,7.155,6.186,-0.312,82.5,Focused
2026-03-28 20:03:41.145,1.364,-1.433,5.127,16.068,94.5,Focused
2026-03-28 20:03:41.149,0.096,4.833,-0.707,12.292,70.4,Focused
2026-03-28 20:03:41.152,7.508,9.715,15.679,14.291,84.4,Focused
2026-03-28 20:03:41.156,3.526,0.369,5.498,17.951,70.7,Focused
2026-03-28 20:03:41.160,7.32,0.914,2.236,7.424,76.6,Focused
2026-03-28 20:03:41.164,10.49,-6.27,-4.661,2.616,80.2,Focused
2026-03-28 20:03:41.168,-8.001,-2.227,4.449,-7.431,80.0,Focused
2026-03-28 20:03:41.172,-7.418,-3.26,5.031,0.874,84.3,Focused
2026-03-28 20:03:41.176,-8.715,-1.783,-8.96,-11.887,83.9,Focused
2026-03-28 20:03:41.180,7.079,1.338,2.967,-7.741,81.5,Focused
2026-03-28 20:03:41.184,-6.692,-8.215,-9.958,4.805,76.6,Focused
2026-03-28 20:03:41.188,-1.401,-9.338,-4.502,9.001,80.2,Focused
2026-03-28 20:03:41.192,-2.294,1.618,-2.771,7.64,70.7,Focused
2026-03-28 20:03:41.195,-4.615,7.314,7.549,-2.051,83.4,Focused
2026-03-28 20:03:41.199,1.119,5.392,-1.686,2.177,89.0,Focused
2026-03-28 20:03:41.203,-4.6,2.511,0.257,-1.922,71.8,Focused
2026-03-28 20:03:41.207,-6.814,-1.218,8.971,3.961,79.7,Focused
2026-03-28 20:03:41.211,-9.88,5.128,5.873,2.559,84.9,Focused
2026-03-28 20:03:41.215,1.734,-0.229,-13.318,3.1,72.2,Focused
2026-03-28 20:03:41.219,-10.703,-2.327,-18.131,-4.974,78.4,Focused
2026-03-28 20:03:41.223,-11.719,-14.017,-6.333,-10.457,70.2,Focused
2026-03-28 20:03:41.227,-0.253,-12.401,-5.85,-7.062,91.2,Focused
2026-03-28 20:03:41.231,-4.935,1.42,-3.917,-6.775,84.4,Focused
2026-03-28 20:03:41.234,-12.418,-4.855,-11.896,-3.551,92.0,Focused
2026-03-28 20:03:41.238,0.424,-7.018,2.136,1.391,75.2,Focused
2026-03-28 20:03:41.242,7.229,-7.767,-0.366,5.679,82.1,Focused
2026-03-28 20:03:41.246,-4.555,6.486,6.82,-0.888,89.4,Focused
2026-03-28 20:03:41.250,9.327,0.613,-4.505,6.688,90.1,Focused
2026-03-28 20:03:41.254,7.184,-2.936,-4.624,5.197,83.4,Focused
2026-03-28 20:03:41.258,-0.796,1.842,5.195,-4.941,90.5,Focused
2026-03-28 20:03:41.262,-3.496,10.582,11.245,2.092,79.6,Focused
2026-03-28 20:03:41.266,8.526,3.235,-9.06,-8.121,92.1,Focused
2026-03-28 20:03:41.270,5.623,2.997,4.597,-11.108,71.0,Focused
2026-03-28 20:03:41.274,-1.245,-12.418,-12.287,-1.823,93.9,Focused
2026-03-28 20:03:41.277,-10.511,-3.868,-7.566,0.304,89.2,Focused
2026-03-28 20:03:41.281,8.072,-4.329,1.86,-7.867,73.6,Focused
2026-03-28 20:03:41.285,-0.074,-2.0,-6.803,1.916,87.1,Focused
2026-03-28 20:03:41.289,8.601,-3.948,-6.079,2.845,84.7,Focused
2026-03-28 20:03:41.293,-0.593,5.189,9.266,7.308,93.7,Focused
2026-03-28 20:03:41.297,11.555,3.402,8.76,4.779,75.8,Focused
2026-03-28 20:03:41.301,0.28,14.162,2.565,5.396,83.1,Focused
2026-03-28 20:03:41.305,12.276,14.416,5.184,4.79,87.7,Focused
2026-03-28 20:03:41.309,-0.153,1.001,-3.289,-3.819,91.9,Focused
2026-03-28 20:03:41.313,-2.451,-5.56,-5.913,2.528,73.1,Focused
2026-03-28 20:03:41.317,1.3,4.518,-8.964,-4.1,91.1,Focused
2026-03-28 20:03:41.320,-1.039,-8.14,-12.219,-8.781,92.9,Focused
2026-03-28 20:03:41.324,0.789,-8.018,6.035,-13.319,72.8,Focused
2026-03-28 20:03:41.328,2.692,2.579,-0.654,-6.473,72.0,Focused
2026-03-28 20:03:41.332,0.896,7.894,1.279,3.007,79.2,Focused
2026-03-28 20:03:41.336,-8.925,9.733,1.15,-0.084,70.2,Focused
2026-03-28 20:03:41.340,6.74,-1.486,8.745,-1.928,93.1,Focused
2026-03-28 20:03:41.344,5.921,13.619,6.832,11.968,92.4,Focused
2026-03-28 20:03:41.348,15.662,10.628,2.695,5.095,83.8,Focused
2026-03-28 20:03:41.352,10.875,2.074,0.239,15.774,74.4,Focused
2026-03-28 20:03:41.356,-1.595,0.599,9.647,-3.264,71.3,Focused
2026-03-28 20:03:41.359,11.331,13.004,13.28,3.703,90.5,Focused
2026-03-28 20:03:41.363,7.248,2.717,3.761,9.45,71.2,Focused
2026-03-28 20:03:41.367,2.211,-9.919,-12.273,7.534,85.2,Focused
2026-03-28 20:03:41.371,-11.486,2.321,-8.55,-6.789,94.1,Focused
2026-03-28 20:03:41.375,-1.169,-0.519,-2.236,-4.934,85.9,Focused
2026-03-28 20:03:41.379,-9.463,-4.578,-5.724,1.693,71.4,Focused
2026-03-28 20:03:41.383,-5.556,-12.543,-13.737,0.573,90.1,Focused
2026-03-28 20:03:41.387,-3.61,-10.618,-9.55,4.242,90.1,Focused
2026-03-28 20:03:41.391,0.449,0.202,-10.224,5.975,90.2,Focused
2026-03-28 20:03:41.395,1.523,-8.466,-8.627,-2.935,73.1,Focused
2026-03-28 20:03:41.399,-8.373,-7.774,6.632,9.641,78.1,Focused
2026-03-28 20:03:41.402,3.62,-8.626,5.465,5.508,78.3,Focused
2026-03-28 20:03:41.406,5.118,6.9,1.564,4.985,85.8,Focused
2026-03-28 20:03:41.410,-12.54,-2.127,-5.281,3.894,77.7,Focused
2026-03-28 20:03:41.414,1.368,0.48,0.21,-2.964,72.9,Focused
2026-03-28 20:03:41.418,-10.068,-10.381,-14.68,-13.284,74.1,Focused
2026-03-28 20:03:41.422,-1.493,-4.394,-8.654,-3.385,93.1,Focused
2026-03-28 20:03:41.426,-0.454,-8.502,-13.822,-9.639,92.5,Focused
2026-03-28 20:03:41.430,-4.624,-1.838,-11.235,-10.77,85.0,Focused
2026-03-28 20:03:41.434,-1.087,-13.218,-2.963,-3.176,86.3,Focused
2026-03-28 20:03:41.438,-1.649,-1.454,-6.281,-0.237,76.3,Focused
2026-03-28 20:03:41.441,-2.173,1.745,-4.709,6.334,90.6,Focused
2026-03-28 20:03:41.445,11.711,-3.774,6.762,14.124,74.6,Focused
2026-03-28 20:03:41.449,8.047,2.426,11.308,8.86,83.3,Focused
2026-03-28 20:03:41.453,7.275,7.209,6.368,-0.936,80.4,Focused
2026-03-28 20:03:41.457,-2.08,13.575,12.817,11.808,74.0,Focused
2026-03-28 20:03:41.461,15.023,0.533,-1.681,13.786,87.1,Focused
2026-03-28 20:03:41.465,10.518,7.399,12.448,11.479,82.0,Focused
2026-03-28 20:03:41.469,-8.019,-3.266,7.764,-8.3,70.6,Focused
2026-03-28 20:03:41.473,-2.932,-8.263,7.99,6.294,74.8,Focused
2026-03-28 20:03:41.477,-0.789,3.156,3.26,-5.85,73.7,Focused
2026-03-28 20:03:41.481,-6.931,-0.84,-2.833,8.19,75.7,Focused
2026-03-28 20:03:41.484,-6.636,0.718,3.47,-3.012,94.2,Focused
2026-03-28 20:03:41.488,-3.207,-2.695,1.844,3.99,82.7,Focused
2026-03-28 20:03:41.492,9.044,6.569,13.659,4.426,87.8,Focused
2026-03-28 20:03:41.496,-2.765,7.209,-0.461,-4.203,72.2,Focused
2026-03-28 20:03:41.500,6.9,6.361,6.209,-2.204,80.5,Focused
2026-03-28 20:03:41.504,6.22,-0.566,2.289,10.474,77.8,Focused
2026-03-28 20:03:41.508,6.356,-2.558,2.501,-4.23,75.0,Focused
2026-03-28 20:03:41.512,-9.207,-0.502,4.29,2.65,91.8,Focused
2026-03-28 20:03:41.516,-5.443,-9.135,-10.468,-9.617,73.8,Focused
2026-03-28 20:03:41.520,-2.966,3.666,-3.138,-14.028,74.8,Focused
2026-03-28 20:03:41.524,-3.803,-8.525,-5.279,-16.391,79.2,Focused
2026-03-28 20:03:41.527,-9.893,-14.739,1.351,-1.162,73.6,Focused
2026-03-28 20:03:41.531,-11.696,2.716,4.081,-14.921,82.5,Focused
2026-03-28 20:03:41.535,-10.362,-7.319,-0.41,5.311,79.7,Focused
2026-03-28 20:03:41.539,-6.732,-10.268,5.569,-6.091,93.2,Focused
2026-03-28 20:03:41.543,7.662,10.916,-5.286,-0.413,90.3,Focused
2026-03-28 20:03:41.547,0.363,4.184,-6.289,-3.109,73.7,Focused
2026-03-28 20:03:41.551,-6.171,8.655,9.746,-6.064,79.1,Focused
2026-03-28 20:03:41.555,-6.667,-1.029,11.244,5.651,85.3,Focused
2026-03-28 20:03:41.559,4.362,-0.216,-7.52,5.538,77.8,Focused
2026-03-28 20:03:41.563,4.233,-6.664,8.891,-4.381,83.6,Focused
2026-03-28 20:03:41.566,2.895,0.819,-3.293,-10.608,93.4,Focused
2026-03-28 20:03:41.570,-7.099,-4.866,1.243,-5.75,89.8,Focused
2026-03-28 20:03:41.574,-2.258,-10.357,2.773,1.261,88.4,Focused
2026-03-28 20:03:41.578,-8.856,-14.406,-4.121,3.487,76.2,Focused
2026-03-28 20:03:41.582,-13.565,-10.529,-9.936,4.363,79.1,Focused
2026-03-28 20:03:41.586,-6.077,-6.684,6.615,2.616,83.8,Focused
2026-03-28 20:03:41.590,8.313,5.174,3.679,-2.842,87.5,Focused
2026-03-28 20:03:41.594,-2.876,-3.307,-0.126,2.762,71.6,Focused
2026-03-28 20:03:41.598,7.299,0.116,8.15,7.213,71.5,Focused
2026-03-28 20:03:41.602,-2.997,8.802,0.892,-2.572,74.4,Focused
2026-03-28 20:03:41.606,-1.937,-2.814,-2.55,11.363,77.4,Focused
2026-03-28 20:03:41.609,8.162,2.776,-9.24,1.407,74.8,Focused
2026-03-28 20:03:41.613,7.845,-6.95,-6.592,-7.127,93.3,Focused
2026-03-28 20:03:41.617,-6.557,-1.226,1.093,-10.353,89.9,Focused
2026-03-28 20:03:41.621,2.86,0.192,-10.64,2.225,84.8,Focused
2026-03-28 20:03:41.625,5.146,3.972,-12.18,1.936,93.6,Focused
2026-03-28 20:03:41.629,5.48,-5.282,2.502,6.275,85.2,Focused
2026-03-28 20:03:41.633,-4.958,6.134,7.36,-5.023,79.9,Focused
2026-03-28 20:03:41.637,8.786,0.87,10.116,-0.64,89.3,Focused
2026-03-28 20:03:41.641,12.9,1.5,2.799,11.898,91.2,Focused
2026-03-28 20:03:41.645,-0.036,5.357,13.293,15.173,94.2,Focused
2026-03-28 20:03:41.649,4.403,1.142,1.38,8.927,76.7,Focused
2026-03-28 20:03:41.652,2.998,13.743,7.268,11.316,71.0,Focused
2026-03-28 20:03:41.656,13.637,16.837,6.487,11.398,84.9,Focused
2026-03-28 20:03:41.660,7.911,14.097,10.052,0.987,77.9,Focused
2026-03-28 20:03:41.664,-6.395,-0.65,7.786,12.163,93.0,Focused
2026-03-28 20:03:41.668,-8.033,10.555,-6.449,-0.682,87.2,Focused
2026-03-28 20:03:41.672,0.554,-9.395,-5.847,0.505,82.3,Focused
2026-03-28 20:03:41.676,6.079,6.582,0.773,-10.552,85.9,Focused
2026-03-28 20:03:41.680,-1.255,-9.829,-4.453,-3.005,86.9,Focused
2026-03-28 20:03:41.684,1.915,8.414,3.564,4.699,73.3,Focused
2026-03-28 20:03:41.688,-2.835,8.505,1.634,0.31,75.5,Focused
2026-03-28 20:03:41.691,-2.972,-2.146,10.105,-6.776,93.0,Focused
2026-03-28 20:03:41.695,-6.034,1.483,3.173,-2.11,71.8,Focused
2026-03-28 20:03:41.699,12.052,-5.301,3.283,5.256,84.9,Focused
2026-03-28 20:03:41.703,-6.025,-2.426,-1.859,-4.417,83.8,Focused
2026-03-28 20:03:41.707,-0.071,4.886,-1.66,5.868,89.3,Focused
2026-03-28 20:03:41.711,-3.469,-7.809,-5.323,-8.068,77.7,Focused
2026-03-28 20:03:41.715,-6.017,-6.476,-10.655,-5.274,79.3,Focused
2026-03-28 20:03:41.719,-10.341,-2.908,-5.625,-0.231,92.1,Focused
2026-03-28 20:03:41.723,-9.008,-1.755,-17.596,-10.332,82.8,Focused
2026-03-28 20:03:41.727,-16.15,-4.483,-14.284,-12.958,93.4,Focused
2026-03-28 20:03:41.731,-7.34,-9.872,-0.555,-17.563,82.5,Focused
2026-03-28 20:03:41.734,-0.644,-3.261,-11.411,-10.688,88.0,Focused
2026-03-28 20:03:41.738,1.998,-6.45,-3.641,2.263,91.1,Focused
2026-03-28 20:03:41.742,3.087,9.441,-6.935,0.941,88.2,Focused
2026-03-28 20:03:41.746,-1.078,10.269,8.206,10.625,91.8,Focused
2026-03-28 20:03:41.750,8.882,-0.604,-5.311,11.299,87.2,Focused
2026-03-28 20:03:41.754,9.753,-1.255,-4.261,5.248,72.1,Focused
2026-03-28 20:03:41.758,4.794,4.004,3.856,4.214,76.2,Focused
2026-03-28 20:03:41.762,9.763,-0.768,-4.254,5.373,89.9,Focused
2026-03-28 20:03:41.766,1.924,-10.423,-1.71,-4.706,82.6,Focused
2026-03-28 20:03:41.770,-2.562,3.818,-0.161,4.374,83.9,Focused
2026-03-28 20:03:41.774,-5.292,6.595,-0.011,-6.312,75.5,Focused
2026-03-28 20:03:41.777,-1.615,-5.025,5.73,3.379,80.4,Focused
2026-03-28 20:03:41.781,3.411,-2.41,4.23,-5.752,88.4,Focused
2026-03-28 20:03:41.785,6.851,3.034,-4.995,8.023,91.5,Focused
2026-03-28 20:03:41.789,0.126,12.066,6.321,-2.781,79.4,Focused
2026-03-28 20:03:41.793,-0.975,1.951,3.728,-4.29,81.1,Focused
2026-03-28 20:03:41.797,13.323,8.267,0.791,1.435,87.9,Focused
2026-03-28 20:03:41.801,6.855,11.993,-3.605,10.815,86.9,Focused
2026-03-28 20:03:41.805,8.62,3.571,5.263,-1.379,78.5,Focused
2026-03-28 20:03:41.809,3.22,1.016,-5.183,2.117,77.1,Focused
2026-03-28 20:03:41.813,-1.645,3.71,0.496,-1.417,92.4,Focused
2026-03-28 20:03:41.816,-9.279,-1.658,-7.467,-8.954,88.4,Focused
2026-03-28 20:03:41.820,-10.163,-7.703,6.503,-7.442,83.1,Focused
2026-03-28 20:03:41.824,3.144,-11.572,-1.536,4.522,89.2,Focused
2026-03-28 20:03:41.828,0.529,-2.722,-0.28,-10.254,90.9,Focused
2026-03-28 20:03:41.832,-4.83,-6.339,-9.466,-10.667,72.3,Focused
2026-03-28 20:03:41.836,2.106,-5.159,10.476,2.374,84.0,Focused
2026-03-28 20:03:41.840,6.993,13.257,7.553,10.488,92.8,Focused
2026-03-28 20:03:41.844,11.651,3.461,-0.983,0.456,92.7,Focused
2026-03-28 20:03:41.848,1.984,7.455,6.463,-0.988,88.9,Focused
2026-03-28 20:03:41.852,-2.582,3.344,6.847,0.576,70.3,Focused
2026-03-28 20:03:41.856,4.384,-3.575,12.707,12.375,73.5,Focused
2026-03-28 20:03:41.859,6.873,-3.742,-5.602,10.111,91.1,Focused
2026-03-28 20:03:41.863,2.755,7.77,9.195,-7.764,70.4,Focused
2026-03-28 20:03:41.867,-11.594,-6.515,2.605,7.542,80.8,Focused
2026-03-28 20:03:41.871,-6.288,2.018,-5.408,1.366,82.3,Focused
2026-03-28 20:03:41.875,-2.379,-6.983,-9.315,-3.484,70.1,Focused
2026-03-28 20:03:41.879,-7.921,-12.869,-12.008,-2.894,73.3,Focused
2026-03-28 20:03:41.883,-3.706,-13.547,0.577,-9.89,81.5,Focused
2026-03-28 20:03:41.887,-10.667,6.375,-0.495,-7.658,91.7,Focused
2026-03-28 20:03:41.891,-10.287,2.923,1.778,1.248,93.6,Focused
2026-03-28 20:03:41.895,-1.828,-6.839,-3.073,1.104,88.3,Focused
2026-03-28 20:03:41.898,-2.917,-7.139,10.54,-4.913,93.7,Focused
2026-03-28 20:03:41.902,-5.578,3.599,-4.235,-1.073,77.7,Focused
2026-03-28 20:03:41.906,-0.661,8.826,3.552,1.712,88.5,Focused
2026-03-28 20:03:41.910,-10.662,6.428,-1.998,-3.399,74.9,Focused
2026-03-28 20:03:41.914,-9.298,-14.948,-2.444,-2.516,83.5,Focused
2026-03-28 20:03:41.918,-3.281,-7.349,-4.511,-15.573,94.8,Focused
2026-03-28 20:03:41.922,-6.499,-7.795,1.251,-5.548,86.1,Focused
2026-03-28 20:03:41.926,-8.283,-16.463,-16.308,-0.957,71.9,Focused
2026-03-28 20:03:41.930,-8.654,-4.801,-15.458,-7.474,81.4,Focused
2026-03-28 20:03:41.934,5.672,2.805,-1.495,-7.129,82.3,Focused
2026-03-28 20:03:41.938,-3.101,-2.349,-2.808,-4.877,87.1,Focused
2026-03-28 20:03:41.941,12.754,0.19,1.403,12.014,91.0,Focused
2026-03-28 20:03:41.945,-1.17,7.047,7.121,1.048,91.3,Focused
2026-03-28 20:03:41.949,9.391,2.321,3.852,6.484,75.4,Focused
2026-03-28 20:03:41.953,-0.906,-1.677,9.513,-1.061,81.9,Focused
2026-03-28 20:03:41.957,-0.296,4.987,1.66,1.292,70.2,Focused
2026-03-28 20:03:41.961,5.676,14.457,15.064,-0.104,86.0,Focused
2026-03-28 20:03:41.965,-4.563,-0.263,-5.431,-2.169,71.8,Focused
2026-03-28 20:03:41.969,0.76,-2.306,-2.059,-3.867,91.5,Focused
2026-03-28 20:03:41.973,-7.749,9.308,4.317,5.278,83.5,Focused
2026-03-28 20:03:41.977,-6.164,-5.232,-7.621,-8.226,80.8,Focused
2026-03-28 20:03:41.981,3.051,7.056,4.905,4.748,86.1,Focused
2026-03-28 20:03:41.984,-5.376,9.452,3.597,-7.928,75.5,Focused
2026-03-28 20:03:41.988,4.392,-0.902,5.394,3.776,73.8,Focused
2026-03-28 20:03:41.992,2.144,2.839,8.085,3.231,85.1,Focused
2026-03-28 20:03:41.996,13.649,-2.411,5.538,5.441,76.0,Focused
2026-03-28 20:03:42.000,-2.368,-2.542,-2.396,-1.154,73.0,Focused
2026-03-28 20:03:42.004,-3.829,-1.604,3.892,-5.097,72.8,Focused
2026-03-28 20:03:42.008,8.04,-6.341,3.545,3.141,89.0,Focused
2026-03-28 20:03:42.012,6.592,4.412,3.952,-7.754,74.0,Focused
2026-03-28 20:03:42.016,-7.173,-7.745,3.096,-2.347,82.8,Focused
2026-03-28 20:03:42.020,-5.084,-11.746,-3.418,-5.478,91.9,Focused
2026-03-28 20:03:42.023,-13.172,-5.148,-10.714,-10.884,84.0,Focused
2026-03-28 20:03:42.027,-12.238,-0.371,-11.49,-6.208,82.1,Focused
2026-03-28 20:03:42.031,-6.135,0.397,-5.966,-7.275,76.0,Focused
2026-03-28 20:03:42.035,-4.9,2.719,-6.404,-7.453,85.4,Focused
2026-03-28 20:03:42.039,8.789,-7.863,3.26,-7.247,89.9,Focused
2026-03-28 20:03:42.043,-4.006,8.609,2.892,-1.94,76.8,Focused
2026-03-28 20:03:42.047,11.278,0.726,-6.355,-1.775,90.4,Focused
2026-03-28 20:03:42.051,6.451,13.069,2.273,4.135,79.2,Focused
2026-03-28 20:03:42.055,-3.768,-0.684,4.086,-5.47,79.0,Focused
2026-03-28 20:03:42.059,-0.145,7.567,4.057,-5.117,77.0,Focused
2026-03-28 20:03:42.063,-9.747,8.831,0.783,-7.52,88.8,Focused
2026-03-28 20:03:42.066,-10.796,4.521,-8.728,-10.312,73.5,Focused
2026-03-28 20:03:42.070,3.541,-0.738,-0.507,2.691,79.9,Focused
2026-03-28 20:03:42.074,-6.211,-8.015,-1.192,-15.409,78.9,Focused
2026-03-28 20:03:42.078,-4.224,-12.182,-12.595,-6.409,77.2,Focused
2026-03-28 20:03:42.082,-8.839,-8.3,-2.94,0.395,79.6,Focused
2026-03-28 20:03:42.086,-2.289,-6.898,-2.381,-8.308,79.0,Focused
2026-03-28 20:03:42.090,4.34,4.108,-6.627,1.592,72.8,Focused
2026-03-28 20:03:42.094,6.937,10.498,-2.246,2.862,91.3,Focused
2026-03-28 20:03:42.098,0.325,1.046,-0.439,4.419,85.3,Focused
2026-03-28 20:03:42.102,3.788,-1.493,3.371,-6.214,91.6,Focused
2026-03-28 20:03:42.106,4.638,3.694,8.874,10.322,83.6,Focused
2026-03-28 20:03:42.109,-5.38,-3.084,-6.706,9.288,89.1,Focused
2026-03-28 20:03:42.113,-7.662,-1.216,1.748,4.896,70.3,Focused
2026-03-28 20:03:42.117,6.161,-2.379,-6.787,-3.064,92.3,Focused
2026-03-28 20:03:42.121,1.638,-0.433,-0.315,0.145,85.2,Focused
2026-03-28 20:03:42.125,-13.793,-5.834,-9.025,-3.095,88.0,Focused
2026-03-28 20:03:42.129,-3.857,0.477,-6.66,5.366,75.2,Focused
2026-03-28 20:03:42.133,-5.789,4.016,-2.567,-1.17,71.1,Focused
2026-03-28 20:03:42.137,3.608,10.663,7.938,7.042,89.3,Focused
2026-03-28 20:03:42.141,6.969,-2.541,9.06,11.294,90.3,Focused
2026-03-28 20:03:42.145,0.154,6.85,13.285,5.341,92.8,Focused
2026-03-28 20:03:42.148,3.077,17.122,13.777,3.342,89.1,Focused
2026-03-28 20:03:42.152,11.408,1.187,3.541,11.926,71.2,Focused
2026-03-28 20:03:42.156,7.316,0.54,8.134,10.252,88.4,Focused
2026-03-28 20:03:42.160,8.167,7.383,8.945,11.171,94.3,Focused
2026-03-28 20:03:42.164,3.535,7.187,12.507,2.374,80.7,Focused
2026-03-28 20:03:42.168,-1.87,9.502,-5.734,5.578,83.3,Focused
2026-03-28 20:03:42.172,2.792,-0.506,7.085,-10.327,72.1,Focused
2026-03-28 20:03:42.176,-10.2,-6.456,6.891,1.997,75.5,Focused
2026-03-28 20:03:42.180,-11.988,-1.515,7.258,4.926,84.4,Focused
2026-03-28 20:03:42.184,6.558,-3.229,5.009,-7.925,70.5,Focused
2026-03-28 20:03:42.188,-6.068,-7.019,-0.617,-7.76,81.4,Focused
2026-03-28 20:03:42.191,8.544,-7.648,0.227,-2.619,76.0,Focused
2026-03-28 20:03:42.195,-5.772,-3.127,10.514,2.306,77.6,Focused
2026-03-28 20:03:42.199,-2.799,-5.683,0.215,9.367,89.5,Focused
2026-03-28 20:03:42.203,-2.236,-8.088,8.747,6.002,71.2,Focused
2026-03-28 20:03:42.207,-4.025,0.47,-6.123,-0.876,82.2,Focused
2026-03-28 20:03:42.211,-10.928,-6.325,2.209,-8.977,83.0,Focused
2026-03-28 20:03:42.215,-14.604,-3.082,-11.254,-3.578,74.4,Focused
2026-03-28 20:03:42.219,-16.252,-5.554,1.315,-12.142,80.1,Focused
2026-03-28 20:03:42.223,-6.336,-19.055,-7.826,-7.996,77.7,Focused
2026-03-28 20:03:42.227,-15.341,-17.448,-0.403,-12.352,80.4,Focused
2026-03-28 20:03:42.231,-2.268,-9.988,-12.952,1.099,90.7,Focused
2026-03-28 20:03:42.234,-1.457,-4.848,-11.386,-7.249,91.1,Focused
2026-03-28 20:03:42.238,-3.092,-5.374,5.123,-4.274,88.2,Focused
2026-03-28 20:03:42.242,10.45,-5.709,7.844,6.317,85.0,Focused
2026-03-28 20:03:42.246,8.064,6.319,4.83,12.297,93.5,Focused
2026-03-28 20:03:42.250,8.613,-4.63,13.738,12.708,74.7,Focused
2026-03-28 20:03:42.254,-1.051,-1.449,13.089,-1.136,81.3,Focused
2026-03-28 20:03:42.258,10.623,-3.392,-2.754,-4.324,84.2,Focused
